0.39,0.31
0.38,0.27
0.41,0.27
0.36,0.27
0.37,0.27
0.36,0.29
0.38,0.33
0.36,0.3
0.36,0.33,0.26
0.35,0.33
0.35,0.34
0.42,0.36,0.32
0.41,0.34,0.33
0.38,0.34
0.47,0.37,0.33
0.4,0.37,0.33
0.4,0.28,0.26
0.37,0.28
0.34,0.27
0.39,0.28
0.41,0.27
0.35,0.3,0.25
0.37,0.33
0.34,0.29
0.33,0.27
0.31,0.25,0.25
0.34,0.28
0.34,0.27
0.35
0.38
0.38
0.39
0.4
0.38
0.36,0.27
0.32
0.34
0.33
0.35
0.3,0.25
0.29
0.3
0.27
0.3
0.32
0.27
0.33
0.31
0.36
0.33,0.26
0.32,0.3
0.32,0.28
0.33,0.31
0.34,0.32
0.35,0.31
0.34,0.3
0.32,0.29
0.3,0.27
0.31,0.3
0.34,0.33
0.36
0.33,0.33
0.34,0.3
0.36,0.32
0.37,0.33
0.35,0.33
0.37,0.31,0.26
0.36,0.28
0.35,0.29,0.26
0.35,0.28,0.26
0.34
0.32,0.25
0.36,0.3,0.3
0.35,0.29,0.27
0.34,0.28,0.26
0.36,0.28,0.25
0.36,0.29,0.26
0.35,0.32,0.3
0.4,0.32,0.3
0.46,0.34,0.28,0.27
0.35,0.3,0.28
0.32,0.32
0.34,0.32,0.3
0.33,0.33,0.28,0.26
0.31,0.29,0.26
0.32,0.3,0.25
0.31,0.28,0.27
0.32,0.31,0.27
0.32,0.31
0.35
0.35,0.25
0.34
0.4,0.26,0.26
0.36
0.4,0.27
0.35,0.27
0.37,0.31
0.39,0.31
0.33,0.33
0.38,0.31
0.35,0.27
0.42,0.31
0.39,0.3,0.27
0.35,0.26
0.3,0.28,0.27
0.27,0.26
0.27
0.28,0.27,0.26
0.28,0.26,0.25
0.33,0.27
0.4
0.45,0.28
0.45,0.3,0.29
0.44,0.35,0.29
0.44,0.3,0.29,0.27
0.39,0.31,0.29,0.26
0.41,0.32,0.31
0.42,0.32,0.32,0.26
0.38,0.33,0.31
0.38,0.34,0.31
0.37,0.33,0.26
0.39,0.31
0.41,0.35,0.26
0.39,0.35
0.37,0.34,0.3
0.41,0.37,0.27
0.4,0.34,0.29
0.37,0.34,0.28
0.33,0.33,0.3,0.29
0.38,0.3,0.29
0.35,0.33,0.3,0.28
0.36,0.35,0.3,0.29
0.37,0.35,0.32,0.29
0.39,0.35,0.31,0.3
0.34,0.33,0.31,0.31
0.33,0.33,0.31,0.3
0.35,0.32,0.3,0.27
0.36,0.3,0.29
0.35,0.29,0.27
0.34,0.3,0.27
0.36,0.33,0.28
0.31,0.29,0.29
0.38,0.31,0.3
0.39,0.31,0.3
0.38,0.32,0.3
0.39,0.32,0.31
0.38,0.35,0.35
0.35,0.33,0.29,0.28
0.36,0.35,0.29,0.28
0.32,0.31,0.28
0.35,0.27
0.38,0.32,0.27
0.38,0.36,0.31
0.38,0.37,0.31
0.38,0.3,0.26
0.5,0.32,0.3,0.29
0.52,0.36,0.32
0.55,0.44,0.31
0.56,0.45,0.26
0.59,0.43,0.28
0.59,0.33,0.31
0.57,0.31,0.3
0.58,0.34,0.31
0.52,0.32,0.31
0.5,0.34,0.34
0.49,0.34,0.34
0.52,0.34,0.3
0.48,0.36,0.36
0.51,0.32,0.31
0.49,0.38,0.33
0.49,0.35,0.35
0.51,0.37,0.34
0.52,0.39,0.35
0.54,0.35,0.31
0.52,0.34,0.33
0.5,0.37,0.35
0.48,0.36,0.36
0.5,0.35,0.34
0.43,0.37,0.34
0.44,0.39,0.34
0.45,0.38,0.37
0.47,0.4,0.32
0.47,0.44,0.33
0.48,0.39,0.32
0.4,0.36,0.31
0.49,0.41,0.35
0.47,0.44,0.34
0.42,0.38,0.35
0.46,0.43,0.37
0.51,0.42,0.34
0.53,0.43,0.33
0.56,0.45,0.32
0.53,0.51,0.31
0.5,0.42,0.26
0.45,0.44,0.27
0.42,0.34
0.39,0.37,0.26
0.39,0.33
0.4,0.37,0.25
0.4,0.33,0.26
0.34,0.31
0.4,0.37,0.25
0.39,0.35
0.4,0.35,0.26
0.34,0.34
0.4,0.37
0.42,0.35,0.26
0.43,0.37,0.25
0.42,0.38
0.38,0.36
0.38,0.36,0.27
0.38,0.31,0.27
0.41,0.32
0.4,0.33
0.44,0.35
0.45,0.36
0.46,0.37
0.43,0.39
0.46,0.37,0.26
0.47,0.38,0.33
0.47,0.41,0.3
0.46,0.38,0.34
0.42,0.39,0.33
0.47,0.38,0.33
0.51,0.4,0.29,0.28
0.47,0.39,0.31,0.27
0.55,0.42,0.34,0.31
0.78,0.38,0.3,0.3
0.54,0.38,0.31,0.27
0.74,0.35,0.31,0.26
0.69,0.4,0.32
0.75,0.37,0.29,0.27
0.55,0.4,0.29,0.28
0.73,0.43,0.33
0.75,0.41,0.33
0.63,0.4,0.32,0.31
0.66,0.43,0.33,0.32
0.54,0.38,0.34,0.33
0.69,0.42,0.33,0.33
0.71,0.42,0.31
0.79,0.42,0.34
0.83,0.44,0.37
0.79,0.45,0.36
0.58,0.45,0.36,0.3
0.65,0.38,0.3,0.27
0.6,0.34,0.3,0.28
0.8,0.32,0.31,0.28,0.26
0.72,0.34,0.32,0.28
0.52,0.33,0.33,0.31
0.77,0.37,0.29,0.29
0.68,0.39,0.36,0.27
0.75,0.4,0.38,0.32
0.73,0.4,0.38,0.36
0.67,0.43,0.38,0.34,0.33
0.58,0.42,0.37,0.34
0.66,0.39,0.35,0.35
0.65,0.39,0.38,0.32
0.69,0.4,0.36,0.33
0.74,0.4,0.36,0.34
0.82,0.39,0.39,0.35
0.7,0.63,0.38,0.38,0.34
0.7,0.39,0.38,0.31
0.64,0.39,0.37,0.29
0.75,0.36,0.36,0.29
0.7,0.37,0.36,0.32
0.6,0.37,0.34,0.31
0.73,0.38,0.34,0.31
0.77,0.38,0.37,0.31
0.84,0.37,0.37,0.31
0.67,0.38,0.37,0.31
0.59,0.37,0.35,0.29
0.61,0.37,0.36,0.3
0.77,0.34,0.32,0.29
0.66,0.32,0.32,0.3
0.49,0.34,0.3,0.29
0.46,0.33,0.31
0.46,0.3,0.3,0.26
0.51,0.32,0.28,0.27
0.31,0.31,0.28
0.35,0.32,0.3,0.29
0.4,0.32,0.32,0.28
0.65,0.34,0.33,0.29
0.58,0.31,0.3,0.27
0.59,0.36,0.34,0.29
0.62,0.43,0.32,0.3,0.29
0.7,0.36,0.34,0.3,0.28,0.27
0.66,0.43,0.35,0.29,0.25
0.61,0.42,0.4,0.36,0.3
0.58,0.56,0.41,0.33,0.29
0.65,0.42,0.35,0.29,0.25
0.59,0.52,0.41,0.38,0.28
0.56,0.48,0.4,0.37,0.26,0.26
0.61,0.4,0.34,0.28,0.27,0.27
0.41,0.4,0.4,0.27,0.27,0.25
0.53,0.42,0.28,0.27
0.47,0.43,0.29,0.29
0.63,0.47,0.33,0.31
0.57,0.5,0.37,0.36
0.5,0.46,0.4,0.35,0.35
0.44,0.42,0.33,0.32
0.44,0.38,0.32,0.32
0.35,0.34,0.33,0.3,0.26
0.43,0.34,0.28,0.27
0.47,0.32,0.27
0.54,0.36,0.28
0.41,0.39,0.36,0.3,0.27
0.45,0.32,0.31
0.7,0.33,0.31
0.61,0.38,0.3
0.57,0.42,0.34,0.31,0.25
0.59,0.38,0.31,0.3
0.57,0.39,0.36,0.33
0.66,0.37,0.31
0.38,0.37,0.37,0.34,0.29
0.49,0.48,0.36,0.36,0.29
0.72,0.33,0.29,0.27
0.59,0.34,0.31
0.53,0.34,0.33,0.27
0.34,0.32,0.31,0.28,0.26
0.34,0.34,0.31,0.29
0.48,0.45,0.35,0.26
0.54,0.42,0.31,0.3
0.56,0.46,0.37,0.33
0.59,0.34,0.34,0.28,0.27
0.46,0.42,0.38,0.34,0.29
0.59,0.55,0.43,0.3,0.29
0.49,0.47,0.34,0.27
0.6,0.39,0.28,0.27
0.56,0.29,0.25
0.61,0.28,0.27
0.69,0.29
0.72,0.28
0.71,0.31
0.59,0.41,0.26
0.49,0.3
0.49,0.28
0.47,0.31,0.3
0.68
0.67,0.29
0.67,0.3,0.28,0.26
0.58
0.67,0.29
0.63,0.3,0.29
0.44,0.35,0.34
0.43,0.34,0.28
0.55,0.34,0.33
0.36,0.31,0.3
0.34,0.29
0.4,0.3,0.3
0.5,0.36
0.36
0.28,0.28
0.33
0.37,0.3
0.46,0.28
0.42
0.33,0.28
0.35,0.28
0.32,0.27

0.26
0.33
0.46
0.47,0.32
0.61,0.37
0.65
0.64
0.41
0.3



0.25








0.37
0.31
0.43
0.48
0.42
0.6
0.38
0.36
0.42,0.32
0.61
0.57
0.58
0.67
0.64
0.54
0.44
0.49
0.56
0.58
0.54
0.71
0.72
0.53
0.68
0.8
0.47
0.45
0.36
0.33,0.3

0.46
0.36,0.28
0.25
0.25
0.25
0.3
0.3


0.3
0.29
0.51
0.44
0.49
0.36

0.31
0.29
0.29
0.42
0.33
0.5
0.59
0.37
0.53
0.71
0.48
0.6
0.66
0.59
0.74
0.4

0.28
0.29
0.36
0.36

0.33
0.3,0.26

0.26
0.3
0.47
0.35
0.43
0.41,0.3
0.27

0.37
0.36






























0.34

0.32


0.27
0.5,0.47
0.49,0.49
0.67,0.64
0.71,0.63
0.66,0.58
0.56,0.47
0.65,0.63
0.55,0.29
0.6,0.4
0.51
0.39,0.29
0.44,0.33
0.47,0.38
0.39,0.39
0.44,0.39
0.47,0.37
0.46,0.4
0.62,0.3
0.41,0.34,0.3
0.5,0.41,0.4,0.26
0.64,0.54
0.67,0.43,0.32
0.64,0.6
0.49,0.48,0.48
0.59,0.59,0.54,0.36
0.68,0.62
0.7,0.59
0.63,0.5
0.62,0.35
0.55,0.54
0.55,0.41
0.65,0.36
0.42,0.34
0.49,0.34
0.65,0.62
0.52,0.31
0.74,0.49
0.65,0.45
0.64,0.29
0.54,0.29,0.26
0.65,0.3
0.69
0.57,0.33
0.66,0.31
0.61,0.28
0.56,0.28,0.27
0.58,0.26
0.63,0.61
0.69,0.43,0.32
0.72,0.58,0.28
0.59,0.56,0.45
0.64,0.51,0.36
0.7,0.58
0.73,0.51
0.74,0.59,0.37,0.25
0.69,0.58,0.57
0.7,0.64,0.42
0.74,0.65,0.38
0.64,0.61,0.34
0.59,0.51,0.47,0.36,0.36
0.72,0.65,0.37
0.54,0.54,0.51
0.67,0.67,0.45,0.3
0.58,0.56,0.52,0.26,0.25
0.72,0.68
0.57,0.51,0.38
0.69,0.63,0.37
0.6,0.52,0.44
0.75,0.61,0.31
0.67,0.63,0.42
0.8,0.67
0.69,0.68
0.68,0.64
0.82,0.62
0.68,0.67
0.72,0.64
0.7,0.66
0.69,0.67
0.78,0.73
0.81,0.72
0.74,0.69
0.77,0.52
0.82,0.65
0.77,0.73,0.29,0.26
0.82,0.56
0.82,0.58
0.86,0.69
0.82,0.74,0.42
0.82,0.67
0.78,0.63
0.87,0.57
0.85,0.6
0.74,0.51
0.67,0.51
0.75,0.44
0.88,0.58
0.83,0.39
0.75,0.57
0.54,0.47
0.63,0.38,0.27
0.68,0.46
0.75,0.54
0.82,0.56
0.64,0.39
0.76
0.78
0.76
0.58
0.52,0.26
0.56
0.67
0.49
0.35
0.37
0.37,0.26
0.29
0.25

0.3
0.26

















