0.7,0.66,0.48,0.42,0.28,0.26
0.74,0.59,0.57,0.54,0.3,0.3
0.6,0.6,0.55,0.5
0.63,0.63,0.48,0.38
0.58,0.45,0.42,0.42,0.38
0.69,0.61,0.38,0.37,0.31
0.76,0.57,0.4,0.39,0.36
0.63,0.57,0.46,0.41,0.39,0.37
0.61,0.35,0.34,0.31,0.29,0.29
0.66,0.59,0.49,0.36,0.36,0.35
0.59,0.43,0.41,0.39,0.34,0.33
0.67,0.45,0.39,0.38,0.34,0.32
0.62,0.39,0.38,0.33,0.32,0.3
0.66,0.58,0.42,0.37,0.35,0.3
0.59,0.52,0.43,0.41,0.39,0.36
0.7,0.64,0.57,0.46,0.32,0.32
0.68,0.55,0.44,0.35,0.31,0.26
0.67,0.62,0.39,0.39,0.38,0.3
0.67,0.58,0.43,0.34,0.32,0.3
0.74,0.64,0.59,0.28,0.28,0.28
0.72,0.58,0.54,0.46,0.31,0.31
0.78,0.62,0.57,0.46,0.38,0.29
0.72,0.6,0.58,0.5,0.44,0.39
0.65,0.63,0.62,0.46,0.37,0.36
0.68,0.65,0.65,0.48,0.38,0.36
0.56,0.55,0.51,0.44,0.34,0.34
0.56,0.54,0.48,0.41,0.31,0.3
0.59,0.53,0.44,0.43,0.42,0.39
0.55,0.54,0.52,0.32,0.27,0.26
0.66,0.53,0.4,0.32,0.28,0.28
0.61,0.54,0.48,0.28
0.57,0.48,0.42,0.35,0.3,0.28
0.53,0.53,0.5,0.34,0.34,0.31
0.59,0.54,0.49,0.4,0.3,0.29
0.6,0.49,0.4,0.38,0.31,0.31
0.64,0.42,0.41,0.35,0.34,0.32
0.72,0.45,0.35,0.34,0.3,0.28
0.48,0.44,0.38,0.37,0.33,0.32
0.48,0.46,0.39,0.38,0.34,0.32
0.53,0.47,0.42,0.39,0.3,0.27
0.77,0.57,0.51,0.45,0.28
0.75,0.68,0.45,0.41,0.28,0.27
0.85,0.55,0.49,0.46,0.45,0.29
0.79,0.78,0.49,0.41,0.29
0.83,0.67,0.64,0.43,0.31
0.61,0.57,0.49,0.48,0.48,0.36
0.66,0.5,0.48,0.46,0.4,0.36
0.53,0.49,0.47,0.47,0.45,0.32
0.62,0.62,0.58,0.48,0.48,0.36
0.67,0.46,0.45,0.41,0.36,0.36
0.59,0.58,0.46,0.36,0.27,0.25
0.7,0.44,0.39,0.37,0.3,0.29
0.73,0.44,0.42,0.35,0.35
0.75,0.44,0.43,0.4
0.59,0.53,0.44,0.26
0.6,0.46,0.38,0.37
0.73,0.36,0.35
0.68,0.58,0.41
0.69,0.66,0.66,0.29
0.69,0.66,0.64,0.28,0.25
0.68,0.43,0.35,0.33,0.33,0.3
0.66,0.37,0.37,0.3,0.27,0.26
0.58,0.4,0.36,0.35,0.33,0.26
0.62,0.48,0.39,0.36,0.34,0.3
0.48,0.35,0.34
0.48,0.45
0.64,0.53,0.27
0.51,0.47,0.41
0.53,0.4,0.31,0.3
0.77,0.39,0.27
0.69,0.45
0.67,0.59,0.52,0.36,0.34
0.65,0.51,0.51,0.37,0.31
0.63,0.45,0.44,0.35
0.75,0.48,0.32,0.3,0.28,0.26
0.74,0.33,0.27,0.26,0.25
0.59,0.52,0.5,0.35,0.31,0.26
0.67,0.56,0.39,0.33
0.67,0.57,0.32,0.27
0.66,0.56,0.39,0.36,0.34,0.33
0.76,0.6,0.48,0.4,0.33,0.32
0.8,0.62,0.38,0.37,0.35
0.82,0.51,0.33,0.31,0.25
0.86,0.59,0.52,0.42,0.28
0.73,0.59,0.55,0.31
0.63,0.61,0.5,0.38,0.31,0.25
0.68,0.53,0.5,0.37
0.84,0.69,0.6,0.29
0.69,0.52,0.41,0.34,0.3
0.6,0.56,0.46,0.31,0.28,0.27
0.57,0.44,0.41,0.32,0.32,0.31
0.64,0.6,0.54,0.37,0.36,0.26
0.61,0.49,0.45,0.42,0.36,0.35
0.66,0.48,0.44,0.36,0.35
0.54,0.46,0.37,0.35,0.32
0.58,0.5,0.46,0.3,0.27,0.25
0.51,0.49,0.46,0.45,0.4,0.31
0.73,0.65,0.49,0.43,0.32
0.7,0.59,0.56,0.45,0.32
0.62,0.54,0.48,0.41
0.76,0.65,0.47,0.42,0.3
0.78,0.46,0.45,0.42,0.28,0.27
0.75,0.52,0.32,0.29,0.27
0.86,0.58,0.47,0.31,0.31
0.76,0.48,0.33,0.33,0.32
0.62,0.47,0.47,0.31
0.7,0.48,0.38,0.31,0.3,0.3
0.63,0.57,0.53,0.34,0.27
0.62,0.42,0.37,0.28,0.27
0.71,0.61,0.37,0.29,0.29
0.7,0.46,0.41,0.37,0.31,0.29
0.74,0.44,0.39,0.33,0.27
0.7,0.67,0.31,0.28,0.26,0.26
0.62,0.57,0.38,0.35,0.3,0.27
0.75,0.53,0.5,0.27
0.67,0.62,0.52,0.44,0.25
0.66,0.66,0.48,0.39,0.34
0.67,0.46,0.43,0.42,0.28
0.65,0.62,0.31,0.3
0.71,0.57,0.34,0.33
0.76,0.54,0.37
0.65,0.5,0.45,0.26
0.72,0.42,0.32,0.3,0.26
0.54,0.49,0.32,0.26,0.26,0.26
0.45,0.43,0.43,0.41,0.31,0.28
0.59,0.52,0.49,0.43,0.42,0.37
0.6,0.54,0.42,0.39,0.39,0.34
0.62,0.59,0.45,0.37,0.35,0.35
0.61,0.45,0.44,0.43,0.32,0.32
0.56,0.51,0.47,0.44,0.39,0.28
0.55,0.47,0.45,0.44,0.44,0.37
0.44,0.44,0.42,0.41,0.38,0.37
0.5,0.4,0.38,0.37,0.37,0.33
0.44,0.42,0.4,0.39,0.37,0.28
0.51,0.46,0.44,0.43,0.41,0.39
0.58,0.49,0.42,0.36,0.29,0.28
0.47,0.47,0.45,0.36,0.32,0.3
0.62,0.48,0.48,0.45,0.38,0.34
0.52,0.5,0.47,0.39,0.36
0.53,0.5,0.47,0.37,0.37,0.32
0.53,0.52,0.38,0.33,0.32,0.3
0.51,0.51,0.47,0.37,0.34,0.3
0.67,0.56,0.42,0.38,0.28,0.27
0.64,0.52,0.39,0.33,0.31
0.58,0.44,0.35,0.3,0.26
0.48,0.38,0.38,0.29,0.26
0.39,0.38,0.29,0.28,0.28,0.28
0.69,0.61,0.52,0.51,0.4,0.32
0.55,0.48,0.46,0.46,0.43
0.56,0.43,0.41,0.34
0.57,0.54,0.4,0.33
0.59,0.45,0.42,0.39,0.37
0.63,0.63,0.42,0.34,0.3
0.75,0.59,0.43,0.28,0.27,0.26
0.77,0.61,0.35,0.27
0.57,0.48,0.36,0.3,0.25
0.6,0.56,0.34
0.8,0.45,0.28
0.83,0.36,0.35
0.8,0.52,0.34,0.31,0.28
0.71,0.51,0.49,0.36,0.34
0.71,0.49,0.37,0.32,0.29,0.28
0.68,0.58,0.53,0.39
0.62,0.58,0.55,0.43,0.36
0.7,0.62,0.44,0.42
0.76,0.69,0.57,0.54
0.65,0.58,0.48,0.33
0.61,0.61,0.6,0.43
0.61,0.57,0.54
0.68,0.57,0.41
0.57,0.46,0.39,0.27
0.59,0.57,0.45,0.37,0.28
0.59,0.52,0.32,0.31,0.27
0.57,0.42,0.36,0.34,0.29,0.29
0.69,0.62,0.53,0.45,0.34,0.33
0.77,0.55,0.44,0.39,0.39,0.32
0.7,0.56,0.45,0.41,0.37,0.32
0.65,0.61,0.51,0.44,0.34,0.31
0.68,0.48,0.48,0.43,0.34,0.33
0.63,0.43,0.39,0.39,0.36,0.36
0.66,0.42,0.41,0.39,0.38,0.36
0.66,0.52,0.43,0.37,0.32,0.3
0.53,0.47,0.4,0.4,0.31,0.3
0.57,0.45,0.41,0.4
0.6,0.53,0.43,0.4,0.29,0.25
0.6,0.54,0.47,0.46,0.29,0.28
0.59,0.53,0.47,0.43,0.41,0.27
0.58,0.5,0.49,0.38,0.37,0.31
0.46,0.46,0.39,0.39,0.33,0.31
0.5,0.48,0.39,0.36,0.34,0.29
0.56,0.5,0.45,0.39,0.38,0.37
0.47,0.44,0.37,0.35,0.31,0.3
0.58,0.45,0.43,0.3,0.29
0.67,0.43,0.37,0.33,0.33,0.28
0.7,0.56,0.43,0.25
0.65,0.59,0.49,0.38
0.58,0.53,0.49,0.26,0.25
0.73,0.58,0.34,0.31,0.28
0.68,0.63,0.49,0.33,0.29,0.27
0.59,0.54,0.5,0.43,0.28,0.26
0.64,0.54,0.53,0.52,0.45,0.34
0.76,0.63,0.59,0.36,0.36,0.36
0.8,0.63,0.46,0.46,0.37,0.37
0.82,0.42,0.41,0.38,0.34,0.31
0.74,0.42,0.41,0.36,0.34,0.33
0.81,0.43,0.42,0.41,0.36,0.28
0.76,0.4,0.4,0.37,0.29,0.27
0.77,0.43,0.38,0.36,0.35,0.32
0.83,0.48,0.37,0.37,0.34,0.32
0.84,0.39,0.37,0.35,0.35,0.33
0.8,0.68,0.38,0.37,0.34,0.31
0.74,0.44,0.39,0.38,0.28
0.8,0.44,0.4,0.38,0.35,0.28
0.76,0.41,0.41,0.37,0.35
0.8,0.41,0.38,0.32,0.26
0.73,0.59,0.45,0.29,0.29,0.28
0.74,0.47,0.41,0.32,0.31,0.27
0.72,0.54,0.42,0.31
0.76,0.62,0.41,0.32
0.87,0.47,0.44,0.37,0.35
0.82,0.43,0.4
0.73,0.54,0.39,0.31
0.73,0.52,0.4
0.74,0.46,0.45,0.39
0.77,0.57,0.44,0.34
0.64,0.55,0.32,0.29,0.26
0.55,0.45,0.45,0.44
0.67,0.49,0.48
0.64,0.44,0.42,0.39
0.67,0.33,0.31,0.25
0.71,0.41,0.3,0.29
0.43,0.42,0.39,0.37
0.51,0.37,0.35,0.33,0.31,0.27
0.64,0.36,0.33,0.32,0.31
0.52,0.32,0.28,0.27,0.27
0.45,0.38,0.33,0.31,0.27
0.66,0.36,0.33,0.29,0.28,0.27
0.57,0.35,0.31,0.29,0.29,0.26
0.55,0.52,0.39,0.39,0.29
0.66,0.61,0.55,0.42,0.3
0.69,0.66,0.49,0.45
0.7,0.62,0.43,0.42
0.66,0.42,0.41,0.34,0.27
0.63,0.52,0.39,0.3
0.59,0.58,0.51,0.43
0.65,0.56,0.37,0.33
0.62,0.62,0.38,0.35
0.58,0.57,0.26,0.26
0.58,0.45,0.44,0.37
0.55,0.48,0.39,0.36
0.59,0.36,0.34,0.27
0.58,0.47,0.28,0.28
0.6,0.37,0.36,0.29,0.26
0.63,0.58,0.34,0.31
0.68,0.36,0.34,0.32,0.28
0.54,0.36,0.26
0.41,0.41,0.38,0.31
0.51,0.46,0.38,0.36,0.31,0.28
0.73,0.55,0.34,0.31
0.69,0.67,0.34,0.26
0.79,0.78,0.44,0.32
0.81,0.65,0.47,0.27
0.7,0.66,0.48
0.73,0.65,0.54
0.68,0.65,0.53
0.72,0.66,0.45,0.29
0.85,0.71,0.47,0.36,0.26
0.71,0.52,0.51,0.36,0.34,0.27
0.63,0.54,0.52
0.81,0.58,0.52,0.47
0.79,0.67,0.43
0.76,0.66,0.46
0.71,0.66,0.44,0.25
0.77,0.67,0.41
0.71,0.6,0.38,0.37
0.68,0.65,0.41,0.29
0.78,0.51,0.51,0.33
0.76,0.59,0.34,0.31
0.76,0.59,0.31,0.31
0.74,0.65,0.34
0.74,0.58,0.49,0.28
0.84,0.62,0.38,0.3
0.84,0.54,0.4,0.31,0.29
0.82,0.48,0.38,0.3,0.26
0.85,0.42,0.35,0.34,0.26
0.72,0.58,0.47,0.44,0.4
0.85,0.57,0.45,0.39,0.39
0.78,0.57,0.43,0.4,0.36
0.69,0.52,0.44,0.39,0.36
0.76,0.54,0.43,0.35,0.27
0.7,0.51,0.5,0.36
0.7,0.55,0.51,0.36,0.25
0.72,0.41,0.38,0.34
0.8,0.46,0.41,0.32
0.71,0.37,0.35,0.32
0.86,0.45,0.36,0.34,0.28
0.77,0.42,0.35
0.6,0.46,0.3,0.27
0.41,0.4,0.29
0.44,0.35,0.3
0.47,0.36,0.27,0.27
0.47,0.41,0.39,0.26,0.25
0.49,0.46
0.54,0.42,0.38
0.51,0.39
0.52,0.47,0.27
0.54,0.47,0.34
0.53,0.51,0.3
0.54,0.45,0.34
0.49,0.4,0.33
0.41,0.38,0.37
0.47,0.44,0.44
0.65,0.47
0.45,0.39,0.29
0.48,0.39,0.36
0.44,0.38,0.28
0.47,0.4,0.29
0.52,0.43
0.46,0.41
0.42,0.35,0.31
0.36,0.28,0.28
0.3,0.29,0.29
0.37,0.28,0.26
0.36,0.34
0.5,0.3
0.41,0.38,0.37
0.46,0.37,0.27
0.39,0.28
0.37,0.37,0.28,0.27,0.26
0.37,0.34,0.26
0.4,0.33,0.32,0.28
0.47,0.43,0.38,0.34,0.31
0.43,0.41,0.39,0.38,0.3
0.44,0.4,0.37,0.34,0.27
0.44,0.4,0.39,0.31
0.49,0.42,0.4,0.26
0.46,0.43,0.41
0.51,0.49,0.41,0.31
0.41,0.35,0.34,0.31,0.28
0.42,0.39,0.35,0.33
0.36,0.35,0.35,0.26
0.45,0.42,0.4,0.31
0.59,0.42,0.26
0.57,0.48,0.26,0.25
0.56,0.48,0.29
0.46,0.38,0.37
0.5,0.36
0.53,0.33
0.51,0.45
0.48,0.42,0.34,0.26
0.54,0.46
0.5,0.44,0.27
0.63,0.59,0.42
0.75,0.63,0.43,0.41,0.28
0.72,0.64,0.47,0.44,0.42
0.78,0.64,0.56,0.56,0.42
0.8,0.75,0.6,0.51,0.41
0.83,0.79,0.48,0.48,0.39
0.87,0.8,0.53,0.48,0.44
0.85,0.73,0.45,0.37,0.28
0.76,0.75,0.42,0.41,0.36
0.91,0.71,0.52,0.46,0.4
0.79,0.65,0.47,0.44,0.42,0.28
0.69,0.62,0.47,0.47,0.45
0.81,0.61,0.56,0.4,0.39
0.78,0.67,0.46,0.37,0.27
0.75,0.66,0.52,0.45,0.45,0.38
0.7,0.63,0.57,0.52,0.44,0.42
0.8,0.73,0.54,0.52,0.48,0.42
0.66,0.64,0.61,0.51,0.42,0.39
0.82,0.74,0.59,0.55,0.45,0.44
0.79,0.76,0.61,0.56,0.45,0.43
0.75,0.73,0.53,0.51,0.34,0.31
0.74,0.64,0.51,0.48,0.4,0.33
0.84,0.64,0.63,0.56,0.4,0.28
0.78,0.63,0.63,0.52,0.47,0.37
0.73,0.71,0.7,0.63,0.55,0.47
0.74,0.72,0.61,0.59,0.38,0.36
0.74,0.7,0.64,0.56,0.39,0.39
0.86,0.56,0.51,0.41,0.37,0.35
0.82,0.63,0.57,0.39,0.33,0.3
0.8,0.56,0.47,0.43,0.35,0.33
0.75,0.62,0.61,0.57,0.56,0.37
0.84,0.59,0.57,0.57,0.5,0.42
0.85,0.64,0.63,0.63,0.38,0.38
0.82,0.76,0.59,0.55,0.51,0.31
0.73,0.67,0.63,0.56,0.36,0.35
0.77,0.62,0.57,0.56,0.39,0.32
0.56,0.56,0.5,0.41,0.39,0.32
0.77,0.69,0.56,0.51,0.38,0.28
0.76,0.65,0.5,0.47,0.32,0.27
0.65,0.6,0.57,0.49,0.41,0.29
0.67,0.59,0.58,0.5,0.33,0.29
0.77,0.57,0.49,0.4,0.3,0.3
0.6,0.58,0.38,0.38,0.33,0.26
0.51,0.41,0.29,0.25
0.69,0.55,0.5,0.46,0.35
0.62,0.62,0.61,0.48,0.4,0.35
0.68,0.59,0.45,0.44,0.34,0.27
0.65,0.61,0.54,0.41,0.31,0.31
0.67,0.52,0.37,0.35,0.31,0.29
0.61,0.43,0.4,0.28,0.27,0.26
0.67,0.61,0.52,0.45,0.45,0.35
0.49,0.49,0.48,0.47,0.43,0.41
0.45,0.44,0.42,0.41,0.39,0.35
0.64,0.56,0.54,0.49,0.48,0.41
0.59,0.48,0.46,0.45,0.43,0.41
0.61,0.55,0.46,0.45,0.39,0.35
0.59,0.56,0.52,0.42,0.27,0.27
0.7,0.56,0.54,0.43,0.33,0.33
0.57,0.51,0.49,0.43,0.4,0.26
0.6,0.52,0.42,0.39,0.38
0.67,0.59,0.56,0.29,0.26,0.26
0.62,0.45,0.44,0.39,0.39,0.29
0.57,0.38,0.36,0.34,0.31,0.3
0.68,0.53,0.51,0.37,0.32,0.31
0.74,0.71,0.42,0.41,0.38,0.35
0.67,0.62,0.55,0.48,0.46,0.3
0.59,0.57,0.55,0.4,0.34,0.29
0.62,0.59,0.49,0.44,0.41,0.37
0.65,0.63,0.49,0.47,0.35,0.35
0.62,0.5,0.46,0.45,0.43,0.36
0.61,0.59,0.55,0.38,0.36,0.32
0.61,0.54,0.5,0.26
0.71,0.57,0.53,0.39,0.28
0.62,0.6,0.52,0.52,0.28
0.48,0.44,0.37,0.3
0.65,0.54,0.47,0.38
0.67,0.57,0.27,0.27
0.47,0.43,0.37,0.36,0.31,0.3
0.48,0.48,0.42,0.41,0.31,0.25
0.48,0.45,0.44,0.33,0.26
0.59,0.56,0.42,0.34,0.32
0.62,0.42,0.36,0.34,0.27
0.59,0.53,0.38,0.32,0.28,0.25
0.57,0.44,0.42,0.4
0.67,0.56,0.55,0.44,0.32,0.3
0.68,0.58,0.54,0.43,0.31
0.68,0.61,0.51,0.4,0.37,0.29
0.61,0.59,0.57,0.38,0.36,0.35
0.69,0.61,0.49,0.42,0.4,0.32
0.68,0.54,0.4,0.4,0.34,0.27
0.66,0.58,0.43,0.39,0.33,0.32
0.64,0.54,0.4,0.33,0.32,0.27
0.68,0.57,0.45,0.37,0.32,0.3
0.7,0.62,0.44,0.34,0.31,0.31
0.71,0.64,0.41,0.39,0.38,0.32
0.73,0.72,0.55,0.53,0.38,0.31
0.72,0.69,0.64,0.41,0.39,0.35
0.65,0.57,0.48,0.46,0.46,0.38
0.64,0.62,0.47,0.44,0.38,0.37
0.67,0.53,0.51,0.45,0.4,0.38
0.75,0.67,0.59,0.46,0.3,0.29
0.57,0.52,0.47,0.46,0.35,0.33
0.64,0.55,0.46,0.45,0.29,0.27
0.61,0.55,0.44,0.41,0.39
0.61,0.48,0.43,0.4,0.39,0.35
0.63,0.48,0.46,0.43,0.4
0.57,0.48,0.43,0.37,0.34
0.6,0.49,0.46,0.41,0.37,0.33
0.58,0.5,0.39,0.38,0.33,0.31
0.74,0.48,0.45,0.42,0.41,0.26
