0.9,0.8,0.74,0.73,0.72,0.68
0.91,0.81,0.74,0.73,0.7,0.69
0.91,0.84,0.74,0.73,0.72,0.69
0.9,0.85,0.75,0.74,0.69,0.66
0.9,0.86,0.74,0.68,0.67,0.67
0.87,0.85,0.75,0.68,0.64,0.63
0.88,0.84,0.75,0.71,0.7,0.67
0.85,0.83,0.76,0.7,0.67,0.65
0.84,0.76,0.74,0.73,0.64,0.63
0.84,0.76,0.75,0.74,0.68,0.66
0.86,0.75,0.73,0.73,0.72,0.68
0.83,0.76,0.73,0.71,0.71,0.7
0.85,0.75,0.74,0.73,0.71,0.69
0.82,0.75,0.74,0.71,0.7,0.67
0.84,0.76,0.71,0.7,0.69,0.66
0.79,0.77,0.69,0.65,0.62,0.62
0.83,0.76,0.69,0.68,0.63,0.6
0.83,0.78,0.7,0.69,0.62,0.6
0.83,0.76,0.74,0.63,0.59,0.59
0.85,0.74,0.71,0.61,0.6,0.6
0.88,0.72,0.69,0.67,0.66,0.63
0.87,0.76,0.7,0.69,0.65,0.64
0.88,0.72,0.69,0.65,0.65,0.64
0.87,0.72,0.69,0.67,0.65,0.63
0.89,0.73,0.7,0.65,0.64,0.61
0.89,0.73,0.64,0.62,0.62,0.6
0.88,0.73,0.7,0.68,0.66,0.65
0.89,0.72,0.69,0.67,0.65,0.64
0.88,0.73,0.66,0.66,0.65,0.64
0.87,0.74,0.68,0.66,0.66,0.66
0.85,0.75,0.74,0.66,0.64,0.6
0.84,0.72,0.68,0.63,0.61,0.59
0.87,0.72,0.71,0.67,0.66,0.63
0.84,0.78,0.73,0.71,0.65,0.59
0.81,0.73,0.71,0.7,0.67,0.59
0.82,0.75,0.73,0.67,0.66,0.65
0.83,0.75,0.7,0.69,0.67,0.64
0.85,0.74,0.72,0.69,0.66,0.64
0.85,0.73,0.72,0.72,0.67,0.66
0.84,0.83,0.74,0.7,0.66,0.64
0.88,0.81,0.74,0.69,0.69,0.68
0.88,0.74,0.73,0.71,0.69,0.65
0.88,0.79,0.78,0.73,0.72,0.72
0.88,0.85,0.74,0.73,0.67,0.67
0.9,0.69,0.67,0.67,0.67,0.66
0.92,0.69,0.67,0.67,0.66,0.66
0.91,0.76,0.73,0.68,0.66,0.66
0.89,0.8,0.72,0.7,0.7,0.67
0.85,0.77,0.71,0.7,0.63,0.63
0.87,0.78,0.76,0.69,0.66,0.65
0.87,0.75,0.75,0.71,0.69,0.67
0.86,0.76,0.75,0.73,0.71,0.7
0.81,0.8,0.75,0.73,0.69,0.69
0.79,0.78,0.75,0.73,0.73,0.71
0.78,0.78,0.69,0.69,0.68,0.67
0.79,0.72,0.72,0.65,0.65,0.64
0.75,0.74,0.7,0.69,0.67,0.67
0.76,0.69,0.68,0.66,0.66,0.65
0.79,0.71,0.69,0.67,0.67,0.66
0.81,0.73,0.72,0.69,0.68,0.67
0.81,0.77,0.7,0.68,0.67,0.59
0.74,0.72,0.71,0.69,0.68,0.59
0.77,0.73,0.73,0.69,0.69,0.65
0.74,0.73,0.72,0.7,0.68,0.58
0.72,0.7,0.69,0.69,0.63,0.62
0.81,0.73,0.7,0.68,0.63,0.61
0.86,0.7,0.68,0.67,0.63,0.6
0.85,0.69,0.67,0.66,0.66,0.63
0.84,0.7,0.66,0.65,0.63,0.6
0.79,0.69,0.67,0.63,0.63,0.62
0.82,0.73,0.69,0.69,0.69,0.63
0.81,0.76,0.76,0.73,0.73,0.67
0.78,0.76,0.74,0.69,0.67,0.67
0.81,0.74,0.73,0.73,0.71,0.66
0.77,0.75,0.71,0.7,0.69,0.68
0.76,0.72,0.71,0.7,0.68,0.65
0.73,0.71,0.71,0.68,0.66,0.64
0.82,0.77,0.72,0.7,0.69,0.64
0.81,0.76,0.7,0.69,0.68,0.68
0.79,0.73,0.72,0.71,0.69,0.68
0.87,0.77,0.74,0.72,0.7,0.69
0.86,0.78,0.76,0.73,0.72,0.71
0.77,0.74,0.72,0.72,0.64,0.64
0.82,0.78,0.76,0.73,0.66,0.64
0.77,0.77,0.71,0.65,0.65,0.65
0.8,0.79,0.75,0.73,0.65,0.64
0.87,0.77,0.72,0.71,0.7,0.66
0.78,0.77,0.75,0.73,0.7,0.69
0.82,0.76,0.74,0.73,0.66,0.66
0.83,0.75,0.74,0.74,0.69,0.68
0.8,0.79,0.71,0.7,0.68,0.66
0.79,0.72,0.71,0.7,0.68,0.67
0.79,0.79,0.73,0.71,0.7,0.68
0.79,0.73,0.7,0.7,0.69,0.65
0.71,0.7,0.69,0.64,0.6,0.6
0.74,0.72,0.71,0.69,0.68,0.63
0.76,0.74,0.74,0.67,0.63,0.59
0.75,0.74,0.72,0.69,0.67,0.53
0.76,0.68,0.67,0.66,0.63,0.62
0.75,0.72,0.69,0.66,0.6,0.54
0.76,0.73,0.72,0.63,0.61,0.59
0.75,0.72,0.72,0.7,0.69,0.62
0.78,0.74,0.73,0.68,0.63,0.61
0.77,0.73,0.73,0.7,0.67,0.64
0.76,0.73,0.69,0.68,0.63,0.62
0.77,0.75,0.73,0.71,0.68,0.67
0.76,0.7,0.7,0.68,0.67,0.66
0.75,0.7,0.68,0.66,0.66,0.64
0.79,0.72,0.66,0.65,0.65,0.65
0.78,0.69,0.68,0.66,0.66,0.64
0.81,0.78,0.77,0.72,0.69,0.66
0.77,0.7,0.67,0.66,0.66,0.66
0.8,0.72,0.71,0.66,0.66,0.65
0.8,0.72,0.71,0.7,0.67,0.66
0.8,0.66,0.64,0.64,0.63,0.6
0.81,0.69,0.67,0.66,0.64,0.62
0.79,0.73,0.7,0.68,0.66,0.63
0.77,0.72,0.69,0.65,0.64,0.64
0.74,0.71,0.68,0.66,0.64,0.61
0.74,0.71,0.7,0.64,0.64,0.62
0.74,0.73,0.67,0.67,0.66,0.63
0.73,0.73,0.67,0.66,0.65,0.61
0.74,0.73,0.64,0.63,0.61,0.59
0.72,0.66,0.65,0.65,0.63,0.62
0.73,0.7,0.64,0.64,0.61,0.61
0.73,0.72,0.71,0.68,0.67,0.65
0.74,0.73,0.68,0.63,0.62,0.62
0.74,0.7,0.67,0.65,0.65,0.64
0.74,0.74,0.67,0.67,0.67,0.65
0.74,0.73,0.71,0.7,0.69,0.67
0.74,0.73,0.7,0.69,0.69,0.68
0.72,0.71,0.69,0.65,0.64,0.62
0.71,0.68,0.64,0.61,0.6,0.58
0.71,0.69,0.66,0.65,0.64,0.63
0.74,0.73,0.65,0.62,0.57,0.56
0.73,0.72,0.68,0.61,0.61,0.6
0.75,0.74,0.64,0.63,0.62,0.6
0.74,0.71,0.69,0.67,0.66,0.63
0.78,0.76,0.69,0.66,0.66,0.65
0.74,0.72,0.7,0.67,0.66,0.65
0.73,0.69,0.69,0.63,0.63,0.61
0.72,0.71,0.65,0.63,0.62,0.61
0.74,0.63,0.59,0.59,0.58,0.58
0.72,0.67,0.66,0.61,0.6,0.58
0.72,0.68,0.63,0.61,0.58,0.57
0.71,0.62,0.61,0.61,0.57,0.51
0.77,0.71,0.62,0.6,0.57,0.52
0.78,0.72,0.69,0.61,0.61,0.57
0.71,0.71,0.7,0.62,0.61,0.61
0.77,0.73,0.72,0.65,0.59,0.58
0.8,0.72,0.66,0.65,0.61,0.6
0.73,0.64,0.64,0.63,0.61,0.58
0.72,0.65,0.64,0.6,0.59,0.59
0.73,0.65,0.63,0.6,0.6,0.59
0.73,0.71,0.7,0.67,0.65,0.6
0.84,0.78,0.72,0.71,0.64,0.63
0.85,0.78,0.73,0.71,0.66,0.6
0.85,0.76,0.72,0.71,0.7,0.68
0.87,0.76,0.72,0.7,0.62,0.62
0.86,0.76,0.74,0.67,0.67,0.63
0.77,0.73,0.73,0.67,0.65,0.63
0.78,0.74,0.68,0.66,0.63,0.63
0.74,0.74,0.74,0.72,0.65,0.64
0.78,0.73,0.72,0.71,0.66,0.64
0.75,0.73,0.65,0.65,0.62,0.62
0.75,0.71,0.7,0.65,0.64,0.64
0.77,0.73,0.7,0.67,0.66,0.66
0.77,0.74,0.73,0.69,0.67,0.67
0.86,0.77,0.77,0.75,0.71,0.7
0.84,0.77,0.77,0.75,0.74,0.73
0.88,0.76,0.74,0.74,0.72,0.72
0.89,0.79,0.77,0.74,0.73,0.72
0.82,0.74,0.72,0.71,0.68,0.68
0.8,0.77,0.71,0.69,0.64,0.64
0.8,0.77,0.76,0.74,0.69,0.64
0.78,0.75,0.71,0.71,0.69,0.65
0.81,0.77,0.76,0.75,0.69,0.69
0.82,0.78,0.76,0.72,0.67,0.67
0.82,0.78,0.73,0.69,0.65,0.62
0.75,0.75,0.69,0.69,0.66,0.62
0.87,0.76,0.7,0.65,0.61,0.61
0.85,0.78,0.75,0.66,0.65,0.62
0.8,0.78,0.75,0.66,0.64,0.63
0.78,0.71,0.69,0.66,0.66,0.55
0.78,0.76,0.72,0.71,0.66,0.57
0.78,0.76,0.71,0.67,0.66,0.61
0.81,0.81,0.71,0.66,0.61,0.61
0.83,0.82,0.8,0.7,0.66,0.62
0.8,0.79,0.77,0.65,0.6,0.59
0.8,0.72,0.67,0.66,0.63,0.62
0.81,0.81,0.73,0.72,0.7,0.62
0.81,0.81,0.75,0.72,0.64,0.63
0.82,0.8,0.79,0.74,0.68,0.67
0.82,0.81,0.76,0.73,0.72,0.62
0.82,0.8,0.79,0.79,0.67,0.64
0.84,0.83,0.83,0.66,0.63,0.61
0.88,0.86,0.79,0.69,0.67,0.63
0.89,0.87,0.79,0.7,0.66,0.56
0.92,0.85,0.78,0.65,0.63,0.55
0.91,0.84,0.73,0.72,0.62,0.62
0.91,0.83,0.68,0.66,0.61,0.6
0.91,0.78,0.75,0.75,0.64,0.63
0.87,0.76,0.75,0.72,0.69,0.66
0.83,0.75,0.75,0.75,0.69,0.69
0.84,0.79,0.69,0.67,0.64,0.63
0.87,0.76,0.7,0.63,0.62,0.62
0.83,0.75,0.68,0.64,0.63,0.62
0.86,0.77,0.66,0.63,0.63,0.61
0.81,0.71,0.66,0.66,0.65,0.65
0.78,0.71,0.71,0.66,0.64,0.63
0.75,0.73,0.67,0.67,0.66,0.63
0.76,0.75,0.67,0.66,0.64,0.62
0.75,0.74,0.7,0.68,0.67,0.65
0.79,0.74,0.71,0.7,0.67,0.66
0.84,0.81,0.75,0.7,0.67,0.65
0.82,0.8,0.78,0.71,0.65,0.63
0.85,0.85,0.77,0.69,0.67,0.65
0.85,0.84,0.75,0.7,0.66,0.62
0.85,0.84,0.75,0.72,0.65,0.64
0.87,0.86,0.74,0.72,0.71,0.68
0.88,0.85,0.75,0.73,0.66,0.63
0.89,0.86,0.76,0.72,0.68,0.67
0.88,0.84,0.8,0.75,0.72,0.72
0.89,0.81,0.81,0.74,0.73,0.72
0.87,0.82,0.81,0.76,0.71,0.71
0.87,0.82,0.8,0.78,0.72,0.72
0.84,0.83,0.8,0.74,0.73,0.7
0.82,0.82,0.79,0.79,0.73,0.69
0.82,0.81,0.78,0.78,0.77,0.73
0.84,0.8,0.76,0.72,0.69,0.68
0.83,0.77,0.76,0.72,0.69,0.68
0.8,0.78,0.74,0.73,0.71,0.69
0.8,0.8,0.73,0.72,0.71,0.69
0.8,0.79,0.73,0.71,0.7,0.7
0.83,0.75,0.73,0.71,0.71,0.7
0.84,0.82,0.72,0.71,0.7,0.68
0.85,0.8,0.79,0.72,0.7,0.69
0.82,0.79,0.73,0.72,0.71,0.71
0.86,0.81,0.77,0.75,0.72,0.71
0.88,0.81,0.81,0.73,0.72,0.71
0.88,0.81,0.74,0.73,0.71,0.7
0.89,0.8,0.75,0.71,0.71,0.71
0.88,0.82,0.7,0.7,0.69,0.68
0.84,0.77,0.77,0.69,0.68,0.67
0.83,0.83,0.73,0.71,0.69,0.68
0.83,0.81,0.76,0.68,0.68,0.65
0.86,0.82,0.71,0.67,0.66,0.66
0.86,0.81,0.69,0.68,0.67,0.67
0.87,0.83,0.75,0.68,0.68,0.66
0.86,0.82,0.81,0.7,0.69,0.68
0.82,0.81,0.81,0.73,0.71,0.7
0.85,0.79,0.73,0.71,0.7,0.7
0.83,0.78,0.72,0.7,0.7,0.66
0.83,0.8,0.74,0.71,0.7,0.64
0.83,0.82,0.74,0.71,0.65,0.64
0.84,0.77,0.71,0.7,0.67,0.67
0.87,0.75,0.71,0.7,0.66,0.65
0.84,0.72,0.72,0.67,0.67,0.65
0.84,0.74,0.72,0.67,0.66,0.65
0.84,0.79,0.73,0.68,0.66,0.66
0.84,0.79,0.73,0.68,0.68,0.66
0.84,0.77,0.74,0.73,0.67,0.64
0.84,0.81,0.73,0.72,0.72,0.68
0.86,0.8,0.73,0.72,0.72,0.67
0.89,0.83,0.74,0.72,0.66,0.65
0.88,0.79,0.75,0.72,0.67,0.65
0.88,0.77,0.77,0.72,0.67,0.67
0.87,0.78,0.77,0.73,0.72,0.66
0.85,0.78,0.77,0.73,0.71,0.66
0.82,0.81,0.78,0.76,0.73,0.65
0.81,0.81,0.8,0.73,0.73,0.66
0.8,0.79,0.72,0.71,0.68,0.68
0.8,0.78,0.72,0.69,0.68,0.67
0.8,0.77,0.77,0.75,0.67,0.67
0.82,0.76,0.76,0.74,0.67,0.66
0.81,0.77,0.76,0.71,0.67,0.65
0.82,0.75,0.74,0.72,0.69,0.68
0.77,0.77,0.77,0.71,0.7,0.68
0.77,0.74,0.73,0.72,0.69,0.69
0.77,0.77,0.74,0.7,0.69,0.69
0.83,0.81,0.77,0.68,0.68,0.63
0.82,0.81,0.8,0.72,0.68,0.65
0.84,0.8,0.79,0.75,0.68,0.67
0.8,0.8,0.79,0.7,0.69,0.64
0.84,0.78,0.74,0.72,0.69,0.67
0.84,0.76,0.73,0.72,0.72,0.66
0.82,0.77,0.75,0.74,0.69,0.65
0.8,0.77,0.76,0.71,0.71,0.66
0.81,0.76,0.7,0.7,0.69,0.62
0.77,0.73,0.72,0.68,0.65,0.65
0.75,0.74,0.73,0.68,0.67,0.62
0.73,0.71,0.64,0.64,0.63,0.63
0.75,0.74,0.71,0.67,0.65,0.64
0.76,0.72,0.72,0.68,0.66,0.65
0.68,0.66,0.65,0.65,0.64,0.6
0.74,0.73,0.71,0.67,0.65,0.65
0.81,0.75,0.72,0.66,0.65,0.64
0.76,0.75,0.71,0.7,0.66,0.63
0.78,0.77,0.71,0.68,0.68,0.64
0.79,0.77,0.75,0.7,0.66,0.65
0.8,0.79,0.77,0.74,0.68,0.64
0.81,0.78,0.78,0.71,0.68,0.68
0.77,0.77,0.74,0.73,0.69,0.68
0.8,0.75,0.75,0.71,0.69,0.66
0.83,0.78,0.76,0.75,0.63,0.63
0.82,0.78,0.76,0.72,0.72,0.66
0.8,0.79,0.77,0.74,0.72,0.72
0.79,0.77,0.76,0.75,0.74,0.69
0.78,0.77,0.77,0.75,0.73,0.7
0.78,0.78,0.77,0.77,0.74,0.72
0.83,0.81,0.78,0.75,0.74,0.68
0.83,0.81,0.77,0.74,0.74,0.69
0.87,0.78,0.77,0.77,0.72,0.68
0.91,0.79,0.76,0.72,0.72,0.68
0.85,0.79,0.75,0.74,0.72,0.71
0.85,0.79,0.78,0.75,0.71,0.7
0.82,0.79,0.74,0.71,0.7,0.7
0.84,0.79,0.78,0.75,0.73,0.72
0.78,0.75,0.73,0.72,0.71,0.69
0.78,0.78,0.75,0.74,0.74,0.71
0.77,0.76,0.75,0.74,0.72,0.7
0.77,0.76,0.74,0.74,0.7,0.7
0.77,0.75,0.72,0.72,0.68,0.63
0.78,0.75,0.72,0.72,0.68,0.63
0.78,0.76,0.74,0.69,0.68,0.65
0.76,0.75,0.73,0.72,0.7,0.69
0.79,0.76,0.75,0.72,0.7,0.69
0.81,0.76,0.76,0.74,0.73,0.73
0.86,0.81,0.77,0.76,0.73,0.73
0.89,0.81,0.77,0.75,0.72,0.71
0.89,0.83,0.82,0.76,0.71,0.69
0.84,0.83,0.78,0.73,0.72,0.7
0.83,0.74,0.73,0.68,0.68,0.66
0.83,0.78,0.74,0.72,0.7,0.68
0.84,0.74,0.74,0.73,0.69,0.67
0.84,0.77,0.73,0.73,0.67,0.67
0.84,0.73,0.72,0.71,0.7,0.69
0.84,0.76,0.73,0.72,0.7,0.69
0.84,0.76,0.74,0.72,0.68,0.68
0.84,0.78,0.76,0.75,0.75,0.75
0.84,0.78,0.74,0.71,0.69,0.67
0.84,0.78,0.73,0.73,0.68,0.66
0.85,0.78,0.77,0.76,0.73,0.67
0.85,0.79,0.75,0.73,0.73,0.68
0.85,0.79,0.76,0.74,0.72,0.68
0.84,0.78,0.75,0.74,0.74,0.73
0.84,0.83,0.78,0.73,0.71,0.71
0.84,0.79,0.76,0.74,0.74,0.71
0.84,0.79,0.75,0.74,0.73,0.71
0.85,0.79,0.72,0.7,0.69,0.68
0.84,0.79,0.72,0.69,0.68,0.68
0.84,0.79,0.71,0.7,0.7,0.7
